The current process just got forked. Disabling parallelism to avoid deadlocks...
To disable this warning, please explicitly set TOKENIZERS_PARALLELISM=(true | false)
Better speed can be achieved with apex installed from https://www.github.com/nvidia/apex.
------------------beginning epoch------------------
latest loss:tensor(12.1887, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8986, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7450, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.5318, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.0470, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5383, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3381, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7613, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1101, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.6793, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4759, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7138, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9718, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.9534, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3327, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2176, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9728, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.2084, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.3100, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3368, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4040, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.0864, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6091, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1162, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7872, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.9458, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.0924, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6892, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3387, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6393, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1203, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.8833, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1891, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.1646, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0106, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.3046, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5791, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.5403, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4633, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.9155, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1817, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.6517, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.6275, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5676, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4393, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5914, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2604, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.4086, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6084, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3972, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4468, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4174, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0090, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0507, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3789, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5158, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7303, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.1410, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8006, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7669, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2759, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.1569, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6307, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2097, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.1809, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6560, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7036, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6669, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6824, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.9256, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8192, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8409, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.4880, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2515, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0733, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3091, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1959, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0708, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7011, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4330, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9880, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3997, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.9954, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3583, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9445, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8483, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9288, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.5545, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.0227, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.5726, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.0729, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5759, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.7975, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7200, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.0940, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.6005, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4591, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8693, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4603, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1295, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2186, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.9824, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.0628, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.7984, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7972, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.6347, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2899, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2578, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1392, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5800, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5943, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.2272, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0441, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.4860, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5842, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.0595, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(15.7937, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4151, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.2059, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3726, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6808, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3267, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6329, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.7126, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7357, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3775, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5249, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1258, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3910, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2288, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5895, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9460, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5587, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.3387, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5199, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0742, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9595, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0605, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.8080, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7640, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.4861, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(14.1390, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6274, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1188, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5691, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8536, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.0283, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.9743, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.6731, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.5060, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2725, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1689, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7735, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8822, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9779, device='cuda:0', grad_fn=<AddBackward0>)
------------------Training completed------------------
{0: {0: 14613, 1: 0, 2: 0, 'tag': ['<PAD>']}, 1: {0: 0, 1: 1127369, 2: 1283500, 'tag': ['O']}, 2: {0: 35967, 1: 0, 2: 0, 'tag': ['Repetition', 'Slogans', 'Appeal_to_fear-prejudice', 'Flag-Waving', 'Reductio_ad_hitlerum', 'Bandwagon', 'Appeal_to_Authority']}, 3: {0: 21646, 1: 0, 2: 0, 'tag': ['Causal_Oversimplification', 'Obfuscation,Intentional_Vagueness,Confusion', 'Black-and-White_Fallacy', 'Thought-terminating_Cliches']}, 4: {0: 69572, 1: 0, 2: 0, 'tag': ['Name_Calling,Labeling', 'Doubt', 'Loaded_Language', 'Straw_Men']}, 5: {0: 14333, 1: 0, 2: 0, 'tag': ['Exaggeration,Minimisation', 'Red_Herring', 'Whataboutism']}}
general accuracy: 0.0
general misses: 141518
general hits: 0
total epoch loss:  14140.736878037453
average train loss: 0.011017325187407443
validating..
------------------Validation completed------------------
{0: {0: 14614, 1: 0, 2: 0, 'tag': ['<PAD>']}, 1: {0: 0, 1: 1127370, 2: 0, 'tag': ['O']}, 2: {0: 35968, 1: 0, 2: 0, 'tag': ['Repetition', 'Slogans', 'Appeal_to_fear-prejudice', 'Flag-Waving', 'Reductio_ad_hitlerum', 'Bandwagon', 'Appeal_to_Authority']}, 3: {0: 21647, 1: 0, 2: 0, 'tag': ['Causal_Oversimplification', 'Obfuscation,Intentional_Vagueness,Confusion', 'Black-and-White_Fallacy', 'Thought-terminating_Cliches']}, 4: {0: 69573, 1: 0, 2: 0, 'tag': ['Name_Calling,Labeling', 'Doubt', 'Loaded_Language', 'Straw_Men']}, 5: {0: 14334, 1: 0, 2: 0, 'tag': ['Exaggeration,Minimisation', 'Red_Herring', 'Whataboutism']}}
general accuracy: 0.0
general misses: 141522
general hits: 0
An epoch was completed.
------------------beginning epoch------------------
latest loss:tensor(3.6446, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5775, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7336, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.4193, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4765, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.4743, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.1412, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1396, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3207, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1225, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3185, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6104, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.7834, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3198, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2643, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7701, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.3265, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.0044, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1238, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7739, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2968, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0273, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1775, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8104, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7547, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.7668, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6210, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5201, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.6180, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.7717, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3766, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6135, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.3712, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3810, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4514, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.1658, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.6191, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.4794, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7337, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6934, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.3655, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4568, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3802, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7219, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.6482, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0969, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3547, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9544, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2599, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6252, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(13.4019, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7430, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8767, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.1834, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5918, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8270, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6276, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4135, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9281, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.0608, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3894, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.6876, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5686, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5598, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1986, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.0775, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.5752, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8242, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7472, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.1109, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2561, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.4558, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.1049, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.4129, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.9347, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5671, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8394, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2317, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4764, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.1903, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.1312, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5114, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1089, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.7010, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6925, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.0605, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.8160, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.5657, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.7290, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.8424, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.3279, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7372, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.5857, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.5993, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.6358, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0282, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.1051, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.6752, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2054, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9682, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8152, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.7256, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.0384, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1866, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3293, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.0778, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6602, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7070, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.6697, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(12.2341, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.4616, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3382, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.4192, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.6292, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1045, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3036, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0687, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3475, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3431, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.8627, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.0231, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2768, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5399, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6221, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.4112, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1769, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.1117, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.7811, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0194, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7796, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3660, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.7304, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.8941, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2702, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2311, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9750, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(1.9636, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.3793, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5958, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.8697, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.3960, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.2299, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.1813, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.7520, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5866, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.5612, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(11.5108, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4121, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.7173, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2367, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1771, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.8202, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.2889, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.7050, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.2856, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.9583, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.1851, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3484, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.1526, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.0729, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.9081, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(7.5094, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.2049, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.6780, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7608, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.4033, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.0985, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7506, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.2965, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.6702, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.0766, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(10.8556, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.7847, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4833, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.2464, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.2788, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2729, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(2.2056, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(4.9289, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(5.3596, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(9.7771, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(8.2664, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.5030, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(3.4787, device='cuda:0', grad_fn=<AddBackward0>)
latest loss:tensor(6.3422, device='cuda:0', grad_fn=<AddBackward0>)
